,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,random_state,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
415,500,12,3,2,log2,42,5,"['rdvi_skewness', 'mcariosavi_q3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4']",0.9338536622001476,0.05459738162039854,0.830054296941277,0.09280644409236172,0.8277822955634866
122,50,8,3,2,log2,42,13,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q3_3', 'ref_skewness_3', 'tex_dis_cv_1', 'tex_mean_q3_1', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9439070979144834,0.050277406610180264,0.8336389687147769,0.0918224424506134,0.8277299703357937
322,200,12,3,2,log2,42,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9463845950338271,0.049154548172315064,0.831227809449843,0.09248546455578323,0.8275885169312412
487,700,8,3,2,log2,42,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9436358048038513,0.0503988431996723,0.8312220155121767,0.09248705205196978,0.8275825980569136
156,50,15,3,2,log2,42,9,"['rdvi_skewness', 'mcariosavi_q3', 'ref_mean_1', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.94562714043271,0.04950054722789989,0.8316572759613285,0.09236771793557062,0.8275624529441716
109,50,5,3,2,log2,42,11,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_3', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9074181612320349,0.06459245839396001,0.8325332817694824,0.0921270773120173,0.8275274831267223
607,1000,15,3,2,log2,42,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9473046605312279,0.04873096553821112,0.831134259264392,0.09251109328558868,0.8274929494911174
712,1200,18,3,2,log2,42,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9467350869260676,0.04899361943399212,0.8311314546048914,0.09251186153212063,0.8274900843537839
125,50,8,3,2,log2,42,10,"['rdvi_skewness', 'mcariosavi_q3', 'mcariosavi_skewness', 'ref_mean_1', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9428419726127903,0.05075251043983261,0.8319732634267685,0.09228098787198034,0.8274196933299329
292,200,5,3,2,log2,42,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.9095626025672754,0.06384000922090921,0.8309624523024353,0.0925581425246752,0.8273174377968274
352,200,18,3,2,log2,42,8,"['rdvi_skewness', 'mcariosavi_q3', 'ref_q3_3', 'ref_skewness_3', 'tex_mean_skewness_4', 'tex_var_kurtosis_4', 'tex_cor_cv_4', 'tex_cor_q3_4']",0.947264435848197,0.04874956124070161,0.8309449953834911,0.09256292175360824,0.8272996044483643
