,n_estimators,max_depth,min_samples_split,min_samples_leaf,max_features,random_state,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
84,50,15,3,2,log2,42,4,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.9297881689890802,0.056250198913644606,0.8420097134258632,0.0894825253543714,0.8403244837024058
12,25,5,3,2,log2,42,4,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.8748644528584898,0.07509469565928112,0.8416033584981306,0.08959752709009736,0.8399137943221107
26,25,12,3,2,log2,42,6,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.9304349707870969,0.05599050686296344,0.8422408102957533,0.08941705709207694,0.8397031289600281
100,100,3,3,2,log2,42,4,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.8230811358440644,0.08929064997607838,0.8407782247263316,0.08983059363158079,0.8390798591234124
63,50,5,3,2,log2,42,1,['rdvi_skewness'],0.8374657790961576,0.0855837515966269,0.83947919372911,0.09019629637023552,0.839054535511462
15,25,5,3,2,log2,42,1,['rdvi_skewness'],0.8343732596957116,0.086394111066704,0.839433365732559,0.09020917077783377,0.8390085862768251
14,25,5,3,2,log2,42,2,"['rdvi_skewness', 'tex_mean_q3_1']",0.8429911821920486,0.08411644984814588,0.8397515137949657,0.09011975586399205,0.8389013891997136
81,50,15,3,2,log2,42,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.937349653754776,0.05313499583496038,0.8417805942576909,0.08954738609515499,0.8388033473754432
28,25,12,3,2,log2,42,4,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.924570488534175,0.05830281990412682,0.8403107540019159,0.08996236704973869,0.838607402044603
102,100,3,3,2,log2,42,2,"['rdvi_skewness', 'tex_homo_cv_4']",0.7884667772485419,0.09763560149318075,0.8394092096865103,0.09021595616927647,0.8385572691543433
25,25,12,3,2,log2,42,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.9331963874872696,0.05486796933622702,0.8414118617040967,0.08965167109338212,0.8384276763060554
57,50,5,3,2,log2,42,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.8837097002893279,0.07239201380386732,0.8395234461090096,0.09018386285463544,0.8365037260089103
33,25,15,3,2,log2,42,7,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.9328425040119258,0.05501310535690645,0.8391738632974851,0.09028203787382835,0.8361475650262012
158,200,5,3,2,log2,42,2,"['rdvi_skewness', 'tex_mean_q3_1']",0.8471702898556382,0.08298943499021615,0.8366484181545695,0.09098812402597291,0.8357818315134796
206,500,5,3,2,log2,42,2,"['rdvi_skewness', 'tex_mean_q3_1']",0.8464600558308021,0.08318204675381048,0.836387624330601,0.09106072717153828,0.8355196541678986
20,25,8,3,2,log2,42,4,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.9178265236784905,0.060853385287012327,0.8368220688295394,0.09093974876603383,0.8350815042303877
38,25,15,3,2,log2,42,2,"['rdvi_skewness', 'tex_mean_q3_1']",0.8838059295636924,0.07236205570462409,0.8359110512920485,0.09119325238930734,0.8350405528904148
254,700,5,3,2,log2,42,2,"['rdvi_skewness', 'tex_mean_q3_1']",0.8461050197312212,0.08327816368597481,0.8349252745150565,0.09146676739634302,0.834049546528399
52,50,3,3,2,log2,42,4,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_mean_q3_1']",0.8235153264867965,0.08918101502916849,0.8357986013275653,0.09122449435226412,0.8340471197417261
46,25,18,3,2,log2,42,2,"['rdvi_skewness', 'tex_mean_q3_1']",0.8832892493008984,0.07252276345248174,0.8348425948466591,0.09148967064600003,0.833966428241071
350,1200,5,3,2,log2,42,2,"['rdvi_skewness', 'tex_mean_q3_1']",0.846252567348905,0.0832382324249839,0.8348425931586955,0.09148967111352749,0.8339664265441528
302,1000,5,3,2,log2,42,2,"['rdvi_skewness', 'tex_mean_q3_1']",0.8462702973509582,0.08323343281124027,0.8344505656948192,0.09159818942327755,0.8335723193589828
78,50,12,3,2,log2,42,2,"['rdvi_skewness', 'tex_mean_q3_1']",0.8885750869253015,0.07086145493813352,0.8331290527498251,0.09196305803032698,0.8322437957352353
358,1200,8,3,2,log2,42,2,"['rdvi_skewness', 'tex_mean_q3_1']",0.8821073510019907,0.07288904770699464,0.8331085803339243,0.0919686990609004,0.8322232147123536
147,200,3,3,2,log2,42,5,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_mean_q3_1']",0.8285908795943806,0.08788927384353627,0.8342344082794952,0.09165796966080597,0.8320182907431248
