,n_estimators,learning_rate,max_depth,objective,num_features,selected_features,r2_train,rmse_train,r2_val,rmse_val,r2_adj
0,50,0.05,1,reg:squarederror,8,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_cont_q3_4', 'tex_homo_cv_4', 'tex_homo_kurtosis_4', 'tex_dis_cv_1', 'tex_mean_q3_1']",0.7447558088650603,0.10724988784384473,0.7892030249933881,0.10336064859815852,0.7846575376617092
636,1000,0.05,7,reg:squarederror,4,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_mean_q3_1']",0.9999294968510678,0.0017824738632348615,0.7858084982037322,0.10418954865131026,0.7835237888512387
436,500,0.05,7,reg:squarederror,4,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_mean_q3_1']",0.9999294952884807,0.0017824936159361135,0.7858084026762989,0.10418957188509631,0.7835236923048461
693,1000,0.1,2,reg:squarederror,3,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_kurtosis_4']",0.9903768423328692,0.020824650137006958,0.7845737977205646,0.10448941589134643,0.7828549716385478
37,50,0.05,7,reg:squarederror,3,"['rdvi_skewness', 'tex_homo_cv_4', 'tex_homo_kurtosis_4']",0.9313173608246716,0.05563427085505921,0.7828023952417015,0.1049181331744062,0.7810694356292682
238,100,0.05,7,reg:squarederror,2,"['rdvi_skewness', 'tex_homo_cv_4']",0.9760897268596608,0.03282548728425028,0.7813891594168829,0.10525891421820834,0.7802294202095454
573,500,0.2,2,reg:squarederror,3,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_kurtosis_4']",0.9909284189628271,0.020219034130409395,0.7819082490073749,0.10513387174560568,0.780168155249455
310,100,0.1,4,reg:squarederror,2,"['rdvi_skewness', 'ref_q3_3']",0.9548141257090947,0.04512531618954325,0.7807864308226762,0.10540391820858402,0.7796234941161652
422,500,0.05,3,reg:squarederror,2,"['rdvi_skewness', 'ref_q3_3']",0.9624271888434685,0.041148665772656245,0.7807730950974541,0.10540712425171059,0.7796100876443902
316,100,0.1,7,reg:squarederror,4,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_mean_q3_1']",0.9985163765405957,0.008176750742368665,0.7810842282956987,0.1053322992659217,0.7787491267308528
191,50,0.2,4,reg:squarederror,1,['rdvi_skewness'],0.9202395590429033,0.05995324386630157,0.7780097720753091,0.1060693646062145,0.7774224963400586
78,50,0.07,7,reg:squarederror,2,"['rdvi_skewness', 'ref_q3_3']",0.9671638685401802,0.03846758357068366,0.7773773241663395,0.10622035241426908,0.7761963020133757
516,500,0.1,7,reg:squarederror,4,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_mean_q3_1']",0.9999409207430775,0.0016316853912789525,0.777708550020126,0.10614130381077481,0.7753374412203407
716,1000,0.1,7,reg:squarederror,4,"['rdvi_skewness', 'ref_q3_3', 'tex_cont_cv_2', 'tex_mean_q3_1']",0.9999409207430775,0.0016316853912789525,0.777708550020126,0.10614130381077481,0.7753374412203407
190,50,0.2,4,reg:squarederror,2,"['rdvi_skewness', 'ref_q3_3']",0.9593832991771147,0.04278300005110756,0.7752003235219568,0.10673844698991475,0.7740077522939566
398,100,0.2,7,reg:squarederror,2,"['rdvi_skewness', 'tex_homo_cv_4']",0.9992373000369982,0.0058626744091102925,0.7751773110053954,0.10674391020378148,0.7739846176950792
654,1000,0.07,2,reg:squarederror,2,"['rdvi_skewness', 'ref_q3_3']",0.9712897293842364,0.035969761329065694,0.7744079526166594,0.10692639664308595,0.7732111778294799
637,1000,0.05,7,reg:squarederror,3,"['rdvi_skewness', 'tex_cont_cv_2', 'tex_mean_q3_1']",0.9998968415028977,0.0021561124945129267,0.7731254123387945,0.10722991587190668,0.7713152427563913
437,500,0.05,7,reg:squarederror,3,"['rdvi_skewness', 'tex_cont_cv_2', 'tex_mean_q3_1']",0.9998968402447869,0.0021561256423400796,0.7731250814495091,0.10722999406756904,0.7713149092270317
598,500,0.2,7,reg:squarederror,2,"['rdvi_skewness', 'tex_homo_cv_4']",0.9998791355823039,0.0023338242338050617,0.7709412167089117,0.10774484816695863,0.7697260507498078
798,1000,0.2,7,reg:squarederror,2,"['rdvi_skewness', 'tex_homo_cv_4']",0.9998791355823039,0.0023338242338050617,0.7709412167089117,0.10774484816695863,0.7697260507498078
317,100,0.1,7,reg:squarederror,3,"['rdvi_skewness', 'tex_cont_cv_2', 'tex_mean_q3_1']",0.9968422452672916,0.011929111845169168,0.7708607640914098,0.10776376818809263,0.7690325255070327
158,50,0.15,7,reg:squarederror,2,"['rdvi_skewness', 'ref_q3_3']",0.9892673160056344,0.021992423215897693,0.7681619164380828,0.10839654199324711,0.76693200618046
733,1000,0.15,2,reg:squarederror,3,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_kurtosis_4']",0.9962217966164403,0.013048529730467462,0.7687564824083318,0.10825745727464714,0.7669114543424409
118,50,0.1,7,reg:squarederror,2,"['rdvi_skewness', 'ref_q3_3']",0.9799362070478405,0.03006944635501308,0.766365802930698,0.10881562081713743,0.765126364219455
534,500,0.15,2,reg:squarederror,2,"['rdvi_skewness', 'ref_q3_3']",0.9746907584038245,0.03377213206215975,0.7658233589778451,0.10894186978793229,0.7645810425798496
773,1000,0.2,2,reg:squarederror,3,"['rdvi_skewness', 'ref_q3_3', 'tex_homo_kurtosis_4']",0.998347544820943,0.008629462730028905,0.7660113358987164,0.10889813641554114,0.7641444050681211
423,500,0.05,3,reg:squarederror,1,['rdvi_skewness'],0.9326175651546031,0.05510515941775322,0.7634014954075092,0.10950376119304038,0.7627755734376878
357,100,0.15,7,reg:squarederror,3,"['rdvi_skewness', 'tex_cont_cv_2', 'tex_mean_q3_1']",0.9992268239446858,0.005902800576272663,0.7644511486676895,0.10926058817367568,0.762571769534719
